Bahnaric,Vietnamese
teh liêm,đất màu mỡ
ơu,giờ
tek,bán
tel tel,tiếng chíp chíp
tem,dân tộc chàm
ten tơnen,ở yên một chỗ
teng brẽỉ,sát cánh bên nhau  
teng leng,bị vào cổ
teo,cái xẻng
pơhŭt,gió bão
tep 'lep,lược qua lược lại
tep hlơ̆k,mơ
tep tơkuh kỡl,ngủ 
phu`t,gió xoáy
than chơ 'ba,cây thuốc độc
thanh,thành
thar,chạy đến
giơ̆i,giới
thep,hàn
plĕi nâr yoi,giới từ
thong,khe suối
adrẽch,giông
hơ bŏ,giống
thuô,thua
thuôi,nghía
'bâr,giọng
thôi,gò đất
thôi thôi,nhảy nhót vật lớn
thôp,cột hình xoăn ốc
thôt,tháp 
thŏng,thuyển
thũi,ước gì
thŭ,thuê
bõng,giống đực
'bơ̆l pơma,giọng nói
tơnglang,giọt
anê̆,giữa
thơthữt,thơm phức
huôi,giun
thư năng kah,nếm
thưc,thực
huar,giun đất
rơmơng,giun đũa
tih rih,trưng ví dụ ra
tik,arăk ting
jương,giường
tin,aăn tin
ting bill,đi sánh đôi
ting gling^,bộ nhạc tre chuyển động bằng nước
ting glơng,không cân bằng
ting lìỉng,cái đàn bầu
chrek'long,gỗ
tir,chồn dơi
tiu,cứng ngắn
tiêm,tiêm
tiêng jok,cây phong lan
tiẽhg,cái định
tiẽng,trau
tiổ,hung đỏ
to'wer tơwei,chăm sóc dẫn nhau
toah,lấy bớt ra
toang,giạng chân
toh,tháo ra
toi tối,nhỏ từng giọt
tomgôi,giao họp
long dơnăng,gỗ lim
joch,góc
tong anễ,ở chính giữa
torwaih,gùi thưa
totêk,mồm mép
toăng,bị đứt
trach diêu,trách
trom,cái vòi
dơngỡl,gốc
hnen kơl,gối
trât,trật
trôm,lỗ
trŏch,vót
trŏk,quyển
dơhlŏng,gông
ttf,nặng trĩu
ttf'bich,đặt cho nằm
ttf'bit,đầy ngang miệng
ttf'blënh,mịn màng
ttf'bonh,xoắn
ttf'leng,rớt ra khỏi nhánh
ttf'lüt,xô đẩy từ sau
ttf'mang,nhìn rõ từ xa
ttf'mlêk,vết sẹo 
ttf'män,giữa phòng 
hơ'noch,gót
ttf'ngläp,nấu quan tài
ttf'ngül,không nhúc nhích
ttf'ntfng,ưỡn ngực về phía trước
ttfchrâ,rọi đèn vào nhau
ttfjang^ttöhläk^,bận bịu
ttfjao,giao dịch
ttfngo,cây nhựa nhuộm vải
ttfnhüm,gỗ cẫm lai
ttfpang,cãi lại
ttfriïk,cây đuốc
ttfrot,đau lan
ttfrüng,làm cho rụng
ttfyö,khoen
ttf’bünh,chụm lại
ttìil,xạ
ttíxuch,suỵt để ra hiệu
kơ'nơl,gót chân
chơkho` along,guốc
bơnĭl,gương
ju`k,gương mẫu
tung ngaihg,cái cùm chân voi
tuôi,vác
tuôt,nhị
hecta,ha
tơhlu,hà
tê,ngựa đi nước hiệu
têh rơnổm têh khok,cho quách đi
têl,lủng
têl hlêl,lủng lẳng 
têm brêm,thùng thình nhiều tua
tên,củ sắc dây
kơting tơ'bong,hàm
tìu,ngắc
tíơxôm,bùi nhùi 
tôch kơ,xong
tôch tăl mă pêng,tốt nghiệp
tôi,vác trên hai
tôi blôi,trôi nổi 
tôk tồk,tiếng gõ cửa cốc cốc
chơhlung,hầm
tôlô,dân tộc tôlổ
tô̆,hạ
tõ ti,đỡ bằng tay
tõng,xúc
tõxẽt xẽn,quá ít 
tök plôk,rau mọc ven bờ suối ăn được
töl bõl,ngã lăn cu
töng,đọng
tă,bắt 
tă ling,toàn là  
tăk,thắc
tăk tai,ngồi thả thông chân
tăk tam,loại cây hoa tím
tăl,chắc hạt
kơting tơ'bong sơnĕnh,hàm răng
tăng ar,sâu nái  
tăng kei,ve chó
tăng lă,dây trái tròn
tăng pet,ve chó loại lớn
tăng plă,ống giật đuổi chim
tăng tep,gùi dẹp có ba ngăn của người yhnang
tăng tơlôp,trái rừng chín có đầu hồng
tăng tư,làm suốt không nghỉ
tăr bang,có đường học nhiều màu xen kẽ vải hay chiếu
tăr huang,con rắn roi
tăr jang kang dũr,hàng rào tiên cố xung quanh làng
tđhlũp,tóc ngắn
hăn,hạn
tŏ phang,hạn hán
kơnam,hận thù
kơpar,hang
hmăch,hàng
tơ băt 'năo lôch,đám giỗ
tơ drong haioh,chuyện thơ
tơ drong xo sơ ki,chuyện cổ tích
tơ grôn tơgram,gồ ghề
tơ hlê,bông hoa
gơp trôm kông,hang động
tơ kŏi ao,cổ áo
pra hang lơng,hàng hiên
tơ luek,tả người mù
tơ lơ̆i 'monh,dây thừng
tơ môch krăm,nhận chìm
kơdrong,hàng rào
nhong hnê̆ chan,hàng xóm
tơ ngơl 'long,gốc cây
bơngai tõk gre,hành khách
jơnap,hạnh phúc
tơdrong ,hành vi
rơbông rơbang,hào
tơ pên 'dak,sàn nước
tơ pên hnam,nền nhà
gĕr,hạt
tơ'ba,chúng cây
tơ'bat,lây nhiễm
tơ'bet,đâm nhau
tơ'boch,ghẻ chóc
tơ'boi,bắt chước nhau
tơ'bot,trao cong cho
tơ'boy mă tơ'boy,xinh đẹp
tơ'brônh,lốm đốm
tơ'brẽt,tiến triển
tơ'brỡk tơ'brỡl,có khoang đen khoang trắng
tơ'buah,khiến cho tiếc rẻ
tơ'buh,quẳng vào lửa
tơ'but,sừng sững
tơ'buăn,thề hứa
tơ'bă,vừa khi
ger adrêch,hạt giống
tơ'bơch,tập tành
tơ'bơm,đụng
tơ'dik,nhích
tơ'dom,dính kết nhau
tơ'dă,đố nhau
tơ'dưk,nhất nặng
tơ'dỗ,xiết cổ lẫn nhau
tơ'jring,tiếng trống
tơ'jrong,tơ jrẽng
tơ'jrông,inh ỏi
tơ'jrũng tơ'jrăng,nhiều tiếng chó sủa câu câu
tơ'jố,cửa tổ chim dồng tộc
tơ'lek,tróc vỏ
tơ'long,nâng tầm bắn
tơ'lêp,to bản
tơ'lơ̆ pơ̆k tơ kơ̆l,xô ngã
tơ'mal,ra xem
tơ'me,nuôi dưỡng nhau
tơ'mech,để giống
tơ'mok,đứng một mình
tơ'mong,đền cho nhau
tơ'monh,làm xoắn lại
tơ'môi,giận hờn nhau
tơ'măk,vắt lên
tơ'măl,thêm
tơ'mơch,bong bung
tơ'mơn,đưa cho nhau
tơ'mơng,giận không nhìn nhau
tơ'mốt,nối đây lại
dơxuh,hậu môn
tơ'ngiơh,tơ ngiah
tơ'nglaih,buông
tơ'nglel,đâu trần
tơ'nglêl,ngồi chễm chệ
tơ'ngoh,cái sọ
tơ'ngum,lùi túm đồ ăn
tơ'nguơt,kết lại
tơ'ngõl,tơ'ngõl
tơ'ngăk tơ'ngõl,ngồi bệt
tơ'ngăk tơ'ngũl,chỉ hai người lớn đứng hay ngồi bệt
tơ'ngẽl,td'ngak
tơ'ngẽl tơ'ngõl,td ngak tơ ngõl
tơ'nhak,lạnh nổi da gà
tơ'nhan,dính vào nhau
tơ'nhek,cây sầm
tơ'nhoi,chán chường
tơ'nhrăk tơ’nhrăng,chỉ nhiều người đứng thẳng bất động
tơ'nhrăng,bất động
tơ'nhrỡng,tơ nhrăng
tơ'nhôi,chán thường
tơ'nhăk,dẫn nhau
tơ'nhẽk,tơ nhăk
tơ'nhối,chế giễu nhau
tơ'niang,cân đối
tơ'nông,chình ình
tơ'nă,làm cho cười
tơ'ro,chìa tay ra
tơ'đim,gặp nhau
tơ'đưk,vang dội
kơtiêng,hè
tơbatnar,đám
tơbeng,huýnh vai nhau
tơber,tre đan
tơbinh,rối
tơbiông,hình buông
tơbiăl,lỡ miệng
tơbiơm ah yong,nằm xoài trên dường
hê,hệ
tơbleh,toét ra
tơbleu,nổi mụt
tơblôch,vuột
tơblôi,tròn vo
tơblăl,thông dâm
tơblũng,bị bung ra
tơblơih,trượt
tơblơu,bự
tơblẽch,kỳ cục
hê thông,hệ thống
tơblờr,đường trơn
tơblỡt,bị lột da
tơbok,một loại nứa
heta,héc ta
tơboy,dựng đứng
tơbrai,tan máu bầm
tơbral,làm cho hối cải
tơbrinh,chằng chịt
tơbroch,rơi vãi
tơbroi,lúa thưa
tơbrot,bắt làm không nghỉ
tơbrơl tơbral,tắm trần truồng
tơbrơnh,bụng to căng
tơbrẽl,sát nhau
tơbrẽnh,quăn
tơbrẽt,trầy
tơbrỡt,tranh giành nhau
tơbrỡt tơbrăt,vết nổi phong trên da 
tơbuah,trong nõn
tơbunh,nằm chình ình
tơbuơh,trắng nõn
tơbuỡn,cây cốc rừng
tơbêng,bù
tơbô,đáng lẽ
tơbôl,vật tròn nhỏ
tơbôp,trang trí sừng trâu
tơbõ leh ieh,chỉ sự tiếc rẻ
nhung,heo
tơbũch,trốc gốc
tơbũk,dìm xuống
tơbơ,nựng nịu
tơbơih,vỗ nhẹ
tơbơrtơbăr,vương vãi
tơbẽnh,uốn tóc
tơchang,mong mỏi
tơcheh,thêm 
tơchop,theo dõi nhau
tơchro,chìa bắt tay nhau
tơchruh,chảy nhận vào
tơchuang,chéo
tơchê,khing chê nhau
tơchêk,loại chồn lớn
tơchêm,chải phồng tóc
tơchôl,xỉa tay vào mặt nhau
tơchă,tìm nhau
tơchũch,xịt chó
tơchũm,hôn nhau
tơchũng,hợp sức
tơchơm,tông nhau
tơchơng,chặt khúc chia nhau
tơchẽng,suy nghĩ
tơchỡp,đánh vẫn chữ
tơctìỉ,đuổi chó 
tơdap,cây vông đồng
tơdeh,biền biệt
tơdo,thòng xuống
tơdoch,cùng uống
tơdreh,chặt bớt nhánh
tơdrep,tàn cây nhỏ
tơdroh,hú reo
chãl,hiện
tơdrong kơdô̆ suang,điệu múa
tơdrong tơdrỡl,sự việc xảy ra 
tơdrŏi,chảy cuồn cuộn
tơdrêp,tàn cây lớn
tơdrôp,giỏ mồm bồ
tơdrăng,về hướng
tơdrơl,mốc ranh giới
hơnang,hiện giờ
tơduang,rón rén
tơdung,ùm
tơdêk,nhích lên
tơdêl,rất xa
tơdôh,thênh thang
tơdôl,luủng lẳng
tơdông,to dài
tơdõl,xúm nhau đỡ lên
tơdõn,đất cao
tơdõng,cứu giúp nhau
tơdă,kịp
tơdă kơnh,sớm muộn gì
harei,hiện nay
tơdũl,lủng lẳng
tơdũng,mãi đến
tơdũng klũng wôk,rền vang
tơdơt,ngăn cẩn
tơdẽl,sắp
tơdẽr,mỏng manh
tơdỉng,suối thời gian
tơdỗ,trĩu xuống
tơga,tấm bảng chiến thắng
tơgai,đính hôn
tơgang,cong đuôi
ahrẽi,hiện tại
tơgir,chuyên cần
tơgit,quí trọng nhau
tơgiẽp,cái kèn
hiêp,hiệp
tơgleh,chơi kéo ngắn tay
tơgluơ tơglua,luồng cỏ
tơglơh,sụp đổ  đi 
tơglơm,ném vật qua lại
tơglẽ,trùng tên
tơglẽch,trật xương
akõm chă pôm đon,hiệp thương
hla ar pơkă,hiệp ước
tơgrang,nghiêng về
tơgrel,gần đứt
tơgron,nhô
tơgrop,ghép thành đôi
tơgrên,gầy đét (vật lớn
tơgrẽn,gầy còm
tơgrẽng,gầy 
tơgrỗ,trốc lên
tơguêng,lớn và cong
tơguẽng,nhỏ và cong
hiêu,hiệu
tơgíi,lỉnh
tơgíi tơgrăn,dây trói choàng khắp người
tơgô,chờ đợi nhau
tơgă,cái rựa
tơgăng,chỉ cây lồ lộ
tơgŭm,giúp
tơgẽn,đè lên nhau
tơgỡng,chí cây lồ lộ
thu ‘yok,hiệu quả
tơha,vạch
tơhah,chỉ há học miệng
tơhao,trèo lên nhau
tơhia,một loại đó nhỏ
tơhiau,vểnh tai nghe
tơhieo,thả trôi
khoa hnam trưng,hiệu trưởng
tơhiup,biể thổi lò rèn
tơhlam,thâm sáng
tơhlap,kẽ tay chân
tơhle,chỉ vành nhỏ
tơhlel,thoáng thấy 
tơhli,làm cho sợ
tơhling,rót cho nhau
tơhlâu,chỉ trỏ
tơhlê,chỉ vành to
ngu,hình
tơhlôih,mịn màng 
tơhlông 'măng,cái then cửa
tơhlõng,gông mang gông
tơhlũm,có hình nón
tơhlũn,lún xuống  
tơhlũt,mập và lùn
tơhlơm,thâm sũng
tơhmoi,la lối
tơhmăi,chửi rủa nhau
tơhmơt,quen thói
tơhmẽt,đẩy xuống
tơhna,mũi de 
tơhnal,tuyệt vời
tơhnet,chen lấn nhau
tơhngâm,chào nhau
tơhnhik,nhe răng trên mắt
tơhnhuơl,mắt kéo mây
tơhnhêl,vật to phát sáng 
tơhnhôk,vật tỏa sáng
tơhnhẽl,vật nhỏ phát sáng
tơhning,che khuất 
tơhntíinh,nhe răng trợn mắt
tơhoah,sứt mẻ  
tơhoang,giúp nhau  
tơhoch,tuột ra
tơhok,lỗ nhỏ và sâu
tơhong,làm mẻ
tơhoăng,thả rớt
tơhrau,cao ráo
tơhreh,sũng
tơhren,ốm giơ xương 
tơhret,làm siết chặt
tơhrik,nối đuôi nhau
tơhrip,hút chung
tơhriính,vỗ cây me sù sì
tơhrot,đau lan tới
tơhrăng,trụi
tơhrăt,làm chật chội
tơhrơng,đi hàng ngang
bơum rup bơngai,hình ảnh
tơhrẽl,ra quả ít
tơhrẽng,biết bao
tơhrổl,khoang trắng đen
tơhrổng,bò ăn lúa chỉ còn trơ gốc
tơhuch,đút cho uống
tơhut,lõm vào
tơhuơng,cao đẹp người
tơhyei,ửng hồng
tơhyiu,thả trôi dòng
tơhyoi,làm rớt
tơhyơi,môi trề
tơhíil,vướng mắc
tơhõt,ngắn ngủn
tơhũt,mập lùn
tơhư,làm hư
tơhẽ,tiếng gọi heo
tơhỉk,giận nhau  
tơhốl,ngắn cụt
rup to,hình chữ nhật
tơja tơhlăk tơhlăk,ấp úng
tơjet,hỏi han dẫn nhau
tơji,đáng
tơjil,báng lộn
tơjom,kính trọng nhau
tơjot,đua
tơjro,cho nhau
tơjrot,đạp chân nhau
tơjruh,hạ tầm bắn
tơjră,phản đối
tơjuh,tính nhăn
tơjui,chùm lông đuôi xòe ra
tơjuă,đạp cho chuyện
tơjôi,dài thòng  (khi dài
tơjõm,túm lại
tơjĕng,bàn cãi
tơjẽ,gần nhau 
tơkah,tôn trọng nhau
tơkai,chối
tơkal,cầu khẩn
chuai,hình dáng
tơkang,sửa đoạn rượu (nhận lá
jrống,hình nón
tơkeh,hắt bằng cây
tơket,bóp cổ nhau
tơkhan,mách nhau
tơkhop,lễ đính hôn
rup kơlang,hình tam giác
tơkhuẽnh,nằm hay ngủ có ro
tơkhơr,chọc ghẹo nhau
tơkia,cong lên
tơkieh,nhỏ con và rách dưới
rup plĕi tơroi,hình thoi
tơkiẽn,cái nhẫn  
lơm tơdrong pơm,hình thức
blon,hình vuông
tơklal,hai trán
tơklep,dính với nhau
tơkloh,phải màu
tơklôk,rên la
tơklũl,mập mập
tơklơm,ném nhau
tơkoh,giao chiến 
tơkol,bao phơ
hơlŭng,hố
tơkong nuh ũnh,khuôn bếp
tơkot,con kỳ đà
tơkrao,kêu nhau
tơkua,gác chân
tơkual,từ chỉ tính từ
tơkuh,cúi đầu chào nhau
tơkul,cuỗn
tơkuăr,ôm vai nhau
tơkuăt,kết nhau
hồ,hồ
tơkă tơkôl,bạc phụ  
tơkơn,chồng lên
tơkơĭ,ghếnh
tơkưu,hú gọi
tơkẽng,một loại ghè đất
tơkổp,họp mặt gặp nhau
tơlah,chia tay
tơlang,tỏa
tơlang hông,trống vách 
tơlei tang,cây dây hôi
tơlek,bĩu môi chê bai nhau
tơleng,chiêng nhỏ nhất 
tơliê̆,cái sáo
tơluh,vội vàng
tơlul,trùm kín mít 
tơlunh,chnằm bất động
tơlur,quyết tâm 
tơluẽnh,co mình lại
tơlôl,chỉ vật lổn lồi ra
tơlõl,nghẹn tới cổ
tơlõng hoi,rỗng hai đầu
tơlăng,tỉnh lại
tơlăr,theo thức
tơlũl,xa mặt
tơlũm wang,bao vây  
tơlũng pũng păng,đùng đùng nối giận
tơlũt khüt,khúc củi tắt chưa cháy hết
tơlẽch,phóng thích
tơlễ,con sên
'bok kyĕk,hổ
mù,hộ
tơm a la chă,nguyên thủy  
tơma,vậy mà
tơmar,hai ngắn tay
tơmiẽt,nhận xuống
tơnõ,hộ khẩu
hĕn hrek hrok,ho lao
tơmo pơgâu,đầu rau 
tơmo tó neh,đá lửa
'rang,hoa
tơmon,nắm
tơmring,ngà ngà say
tơmui,tua chuốt bằng tre
tơmul,chủ buôn
tơmunh,về sau
tơmuổt,nối dây lại
tơmôch,dìm xuống nước
tơmôh,búa tạ
tơmăk,đỗ lỗi
tơmĕt,kỉa
tơnai,chỗ khác
tơnang,áp
tơnanh,dệt khăn
tơner,một miếng
tơng mông,ngoảnh mặt làm ngơ
tơngah,trong thời gian
tơngih,tơngeh
tơngiẽng,cục cản 
tơnglăng,tố cáo gian
tơnglơ̆p,cái nút
tơngu,dđừng thù lù
tơngê,lắng tại
tơngăm,quan trọng
tơngăng,nhựa thuốc
tơngũk tơngăk,nhiều cục đá lớn 
tơngơi,du mương
tơngơih,rên
tơngơk,đỡ ngứa đầu
đak pơ jrŏu,hoá chất
tơngưíh,rên ri
tơngổr,chọc gheo nhau
đak pơ jro`u,hóa chất
tơnhok,đứng sừng sững
tơnhu,một loại gâu
tơnhẽch,xích ra
tơnieu,vòng eo
rang rô xia,hoa hồng
tơniêu,quả thận
tơniẽng,cấi
tơnoh,chỗ đó
pơ kau lan,hoa lan
jơdri,hoa mai
tơntìil,thình lình
tơnueng,cây chay mít 
tơbla măt,hoa mắt
ĭ,hoa màu
bơ ngai chih 'byeh um,họa sĩ
tơnôih,thể địa
tơnôm,góp sức
tơnõt,cắt nhỏ
tơnăl,rút
tơnăng xa,bắt cá
tơnăp,chọt 
'dok,hoa văn
tơnũk,cái cân
tơnũl,cây sào
tơnũng,cây vừng
tơnũr,tấm cót
tơnồ,như là
tơnỗ,gan dạ
tơpah,nứt làm đôi
pah klau,hoạn
jăl,hoàn cảnh
đĕi tơdrong truh,hoạn nạn
ah kơ xơ,hoàng hôn
tơpe,tắp
tơpeng,xo nhau
tơpey,một cục
tơphẽ,bị bể
tơphẽch,bẻ nhỏ
tơpin,đưa cho ẩm
tơpiê,phình
tơpleh,tách rời ra
tơplôh,mở toang
tơplôt,vừa bé vừa lùn
tơplõ,trốn vỏ
tơplõi,tơplong
tơplŏk,bong
tơplũi,béo ụ
tơplơ̆,tốc
tơplẽng,văng ra
tơplỗi,bụng to để lộ ra
tơpo,trong lúc
tơpraih,xin lỗi
tơprang,đuổi con vật đi xa
tơpreh,làm trụi lá
tơpring,che chở nhau
tơproch,bị rách te
tơpruch,sứt chỉ
tơprăi,dãn ra
tơprũp,thổi bẹt khinh chê
tơprẽl,rụng hạt
tơprẽp,thổi bẹt khing chê
tơpung yang,cây tầm gửi lá rất lớn
tơpuăt,làm đứt đôi
kon drõ nglo pơtao,hoàng tử
tơpuỡt,làm đứt
tơpìp,mặt ngắn
tơpôch,bị trụi lông
tơpôk,đỡ nhau lên cao
nhueh,hoắt
tơpôk băn,kết nghĩa cha con
chơgŏk,hốc
tơpôm,ngồi yên
tơpông yang,cây tầm gửi lá lớn
tơpăi boih,chòi đổ nát
tơpăl wăl,rối chằng chịt
tơpăng,lắng nghe nhau
tơpăr,thả bay
tơpĕnh,lao vào
tơpũ,sai hạt lúa
tơpũ lum,dính liên nhau
'bơ'but,học đòi
mu pơ xrăm,học sinh
tơpơi,cục sáp ong
tơpơk,quật ngã
tơpơr,cuốn bay đi
tơpơu,ngồi chơi
tơpẽl,thấp bé
tơpẽt,thoi bop
tơpỗ 'băn,kết nghĩa anh em
tơra klak,đau quặn bụng
tơrah,chặt sạch
tơrak,ngày thứ nhất 
tơreh,rảy ngón tay
tơro,ló
tơroih,sượt trên mặt đất
tơrong,trò chuyện
gơhơ̆ng,hoe
tơrum,chung một chỗ
tơrê,rô
tơrôp,rượt nhau
tơrõi,bắc ngang
pơgot,hồi
tơrăi,bung ra
tơrăk,chăm sóc lẫn nhau
tơrăk tơrong,tơdrŏu
tơrăp,hẹn gặp 
tơrũng,ngồii
tơrơ,bận tâm
tơrưh,rảy
tơsi,cái lược
'bret,hơi
tơtak,lật lên
tơtap,cùng nhau vỗ
tơtar,gằn tấm hay
tơtat,đối điện
tơtey,run rẩy 
tơtheng,liếc dao cho sắc
tơtih,loại lớn 
tơtim,thúc ngựa bằng chân
tơting,thúc
tơtit,đè
tơto,đằng kia
tơtoch,có dãn
tơtŏ,bên nhau
tơtroi,nhiều người đi
tơtrok,tham gia
tơtrũn,giậm xuống
tơtrẽn,khoác các
tơtuh,giữ
tơtôh,đánh nhau bằng cây
tơtông,cướp
tơtõl,đỡ nhau lên
tơtõt,chọt cây vào nhau
tơtũk,làng phụ
tơtơl,đối đáp
tơtơn,vừa đi vừa nhún
tơtơng,chuyền cho nhau
tơtơt,gọi chó về
tơtơy,run rẩy vì sợ hay lạnh
tơtổ,hát rung giọng
tơvih'bai,trả bài
tơvvat,bẹt ra
tơvveng,ôm nhau ngủ  
tơvvẽch,chệch hướng
tơwang,vòng quanh
tơweng,phang
tơwer,tránh mặt nhau
tơwih,nầy
tơwín,cong lại
tơwăr,quấn lấy nhau
tơwŏch,mó
tơwơih,khểu
tơwẽnh,bắt quần áo
tơwổt,vật lộn nhau
tơxak,xước da dưới chân
tơxal,màu ảnh
tơxep,ngắt véo nhau
tơxoch,số ra
tơxrang,phóng với nhau
diĕng,hội
tơxut,lau cho nhau
tơxă,phóng đại
tơxăr,áo giác
tơxĩ,đổ vỡ
tơxũl,rối loạn
tơxơt,trầy da
tơxẽn,xê xích
tơxẽr dẽr,trẻ em chơi trò cầu trướt
tơxỉ,đổ tháo
tơxững,hướng mặt trời lặn
tơyak,lá rừng có vị chua ăn được
tơyơ,đâu
tơíing,phía ngoài
tơđrah,rừng thưa 
tơđring,dây xâu cá
tơđưr tơdar,hang có nhiều ngõ ngách
tơĩir,cỏ đầy dẫn
tơ̆k ŭnh,thắp
tơ̆k ŭnh đen,thắp đèn
tơ̆p sơ̆p hla bơ,quyển sách
tơ’dih,đối
tại wai,đưa qua đưa lại
tẽch,lạt
tẽk tốk,bình xông hương
tẽnh,hối thúc 
tẽnh lơluẽnh,ngã chổng vó lên trời
tẽp,lây ra
tẽp 'nhoi,nguýt
tẽp lẽp,nhiều đứng hay ngồi sát bên nhau
tỉk pơìik tăk pơlăk,bị vướng mắc
tỉk tõk,tiếng tích tắc của đồng hồ
et  sa tih,hội hè
tốl pơtốl,trôi lềnh bềnh trên mặt nước
tống,múc
tỗ,nóng
tỗỉ tồi,nhỏ từng giọt lớn
tợjữm,nhanh miệng
tợyõ krong,chim bắt tôm
tợịing,sinh sự với nhau
tợịoh,mổ nhau 
tợịuer,lảng tránh
tợịên,dẫn nhau đi
tợịõnh,lạnh buốt thấu xương
hẽi,hồi nãy
uaih,đau đớn
hôi nghi,hội nghị
jơhngỡm,hơi thở
hip,hòm
yơ̆ng,hôm
uĕi akău soh,ở trần
uĕi ha,nhàn
vai,nhện
'năr yơ̆ng xơ̆,hôm kia
vĭt,việt
wai,giớn
waih,khua
'năr tơman,hôm kìa
'năr adrơu,hôm nay
'năr yơ ơ̆u,hôm nọ
wi,ủy
'năr abri,hôm qua
bing,hòn
wêl,lẳng
wông,anôphen
wăn,rảnh
wăng,cái liềm
bơhngol,hồn
wĕi tơ to,ở kia
wơih,quờ
wơng,lùn
xah,hăm
oĕi klo kăn,hôn nhân
xang,đã
'ngiêng,hông
rôsa,hồng
hơlŏ̆ng,họng
xung,rìu
gơraxia,hồng ân
xăr,hoang
tơnglăp,hộp
bổ`i,hũ
xơh,đốt
xơnêp,hòa bình
kơchơng,hứa hôn
soh jrênh,hương
xỗ,vui
y,y
kơchong,hướng
yaih,dỡ
yak yak,bước chân
joy,hươu
yok 'long ŭnh,tro củi
yom,hiếu thảo
hưu,hữu
huên,huyện
yor,vì
yua,do
yuăn,dân tộc kinh
yêr,hiểm
yôm,thấm
khu`l tơdăm apung,huyện đoàn
tơdrong hơ amon,huyền thoại
huyên uy,huyện uỷ
kơtu`m,huyết
hơkăl,huyệt
huyêt du,huyết dụ
chơnglôk,í
yă yai,yểng
đĕi,ích
kali,kali
re`k,kẻ
bơ ngai tơ tung,kẻ cướp
hơyăt,kẻ địch
rơwah,kẽ hở
yŏng kră sut,ong chúa
chă tơdrong rơgĕi,kế hoạch
lu ayăt,kẻ thù
¡,ba đời
¡ă,một ít
ã,như ra
ê,không ngờ
êng,mênh
êp,loại gùi lớn
êp êp,tiếng ve ve của con ve sầu
êr,nán lại
êê̆ kưu,tiếng hoan hô reh mừng
íik tir gring tik tir grang,tiếng cong chạm vào nhau kêu leng keng
ô,ngạc nhiên
hơtĭ hơdroi,kẻ trước người sau
krem,kem
ôi,quả ổi
krem dak toh,kem sữa
ôm,hôi thối
gơdiêp,kèn
ông rơ,khóc hu hu
ôp,chái nhà
ăi,tiếng ái kêu đau
ăk,uất
ăng,máy bay rầm rầm
ăr,ĭng ơ
rơbũng rơbăng,kênh
keo,keo
kg,kg
kơ hak kơ xoh,khạc nhổ
đau,gươm
tơmoi,khách
hnam tep kơjung,khách sạn
pơtơm mât blŭng,khai trường
kơu,khăn
đeu,co
đim đi,sót
chê 'nhau măt,khăn mặt
khang sinh,kháng sinh
khanh,khánh
jơp,khắp nơi
khâu,khẩu
đu,ngớ ngẩn
pit muh,khẩu trang
đuk,bực
sơđiêng đak,khe
đí,tất
đôm,bấy
đĭkđam,đầy tớ
pơyan,khí
đơng,của
đơng tơkan,đạt
rơnăk,khí giới
pơlĕnh,khí hậu
lơ như yơ,khi nào
lơm rim tơdrong,khía cạnh
ĕ,đi cầu
kŭ sum,kho
ĕl ŏl,nướng sơ qua
ĕnh,tự chủ
ĩẽr tơhao,gà đạp mải
ĭ kơ mŏ ŏ kơ dăm,vâng lời triển để
ĭk,hung
ĭng ơ,gió thôi vù vù
